    0.10000E-03    0.74739E+03
    0.10202E-03    0.76184E+03
    0.10408E-03    0.77657E+03
    0.10618E-03    0.79158E+03
    0.10833E-03    0.80688E+03
    0.11052E-03    0.82247E+03
    0.11275E-03    0.83837E+03
    0.11503E-03    0.85457E+03
    0.11735E-03    0.87109E+03
    0.11972E-03    0.88792E+03
    0.12214E-03    0.90508E+03
    0.12461E-03    0.92257E+03
    0.12712E-03    0.94040E+03
    0.12969E-03    0.95857E+03
    0.13231E-03    0.97709E+03
    0.13499E-03    0.99597E+03
    0.13771E-03    0.10152E+04
    0.14049E-03    0.10348E+04
    0.14333E-03    0.10548E+04
    0.14623E-03    0.10752E+04
    0.14918E-03    0.10960E+04
    0.15220E-03    0.11171E+04
    0.15527E-03    0.11387E+04
    0.15841E-03    0.11607E+04
    0.16161E-03    0.11831E+04
    0.16487E-03    0.12060E+04
    0.16820E-03    0.12292E+04
    0.17160E-03    0.12530E+04
    0.17507E-03    0.12772E+04
    0.17860E-03    0.13018E+04
    0.18221E-03    0.13269E+04
    0.18589E-03    0.13525E+04
    0.18965E-03    0.13786E+04
    0.19348E-03    0.14052E+04
    0.19739E-03    0.14324E+04
    0.20138E-03    0.14600E+04
    0.20544E-03    0.14882E+04
    0.20959E-03    0.15169E+04
    0.21383E-03    0.15461E+04
    0.21815E-03    0.15759E+04
    0.22255E-03    0.16063E+04
    0.22705E-03    0.16373E+04
    0.23164E-03    0.16688E+04
    0.23632E-03    0.17010E+04
    0.24109E-03    0.17338E+04
    0.24596E-03    0.17672E+04
    0.25093E-03    0.18012E+04
    0.25600E-03    0.18359E+04
    0.26117E-03    0.18713E+04
    0.26645E-03    0.19073E+04
    0.27183E-03    0.19440E+04
    0.27732E-03    0.19814E+04
    0.28292E-03    0.20196E+04
    0.28864E-03    0.20584E+04
    0.29447E-03    0.20980E+04
    0.30042E-03    0.21384E+04
    0.30649E-03    0.21795E+04
    0.31268E-03    0.22214E+04
    0.31899E-03    0.22641E+04
    0.32544E-03    0.23076E+04
    0.33201E-03    0.23519E+04
    0.33872E-03    0.23971E+04
    0.34556E-03    0.24431E+04
    0.35254E-03    0.24900E+04
    0.35966E-03    0.25377E+04
    0.36693E-03    0.25864E+04
    0.37434E-03    0.26360E+04
    0.38190E-03    0.26865E+04
    0.38962E-03    0.27380E+04
    0.39749E-03    0.27904E+04
    0.40552E-03    0.28439E+04
    0.41371E-03    0.28983E+04
    0.42207E-03    0.29537E+04
    0.43060E-03    0.30102E+04
    0.43929E-03    0.30678E+04
    0.44817E-03    0.31264E+04
    0.45722E-03    0.31861E+04
    0.46646E-03    0.32469E+04
    0.47588E-03    0.33089E+04
    0.48550E-03    0.33720E+04
    0.49530E-03    0.34362E+04
    0.50531E-03    0.35017E+04
    0.51552E-03    0.35684E+04
    0.52593E-03    0.36363E+04
    0.53656E-03    0.37054E+04
    0.54739E-03    0.37759E+04
    0.55845E-03    0.38476E+04
    0.56973E-03    0.39206E+04
    0.58124E-03    0.39950E+04
    0.59299E-03    0.40707E+04
    0.60496E-03    0.41479E+04
    0.61719E-03    0.42264E+04
    0.62965E-03    0.43063E+04
    0.64237E-03    0.43877E+04
    0.65535E-03    0.44706E+04
    0.66859E-03    0.45550E+04
    0.68210E-03    0.46409E+04
    0.69588E-03    0.47283E+04
    0.70993E-03    0.48173E+04
    0.72427E-03    0.49079E+04
    0.73891E-03    0.50002E+04
    0.75383E-03    0.50940E+04
    0.76906E-03    0.51896E+04
    0.78460E-03    0.52868E+04
    0.80045E-03    0.53857E+04
    0.81662E-03    0.54864E+04
    0.83311E-03    0.55889E+04
    0.84994E-03    0.56931E+04
    0.86711E-03    0.57992E+04
    0.88463E-03    0.59071E+04
    0.90250E-03    0.60169E+04
    0.92073E-03    0.61286E+04
    0.93933E-03    0.62423E+04
    0.95831E-03    0.63578E+04
    0.97767E-03    0.64754E+04
    0.99742E-03    0.65949E+04
    0.10176E-02    0.67165E+04
    0.10381E-02    0.68402E+04
    0.10591E-02    0.69659E+04
    0.10805E-02    0.70938E+04
    0.11023E-02    0.72237E+04
    0.11246E-02    0.73559E+04
    0.11473E-02    0.74902E+04
    0.11705E-02    0.76267E+04
    0.11941E-02    0.77655E+04
    0.12182E-02    0.79065E+04
    0.12429E-02    0.80498E+04
    0.12680E-02    0.81955E+04
    0.12936E-02    0.83434E+04
    0.13197E-02    0.84938E+04
    0.13464E-02    0.86465E+04
    0.13736E-02    0.88016E+04
    0.14013E-02    0.89591E+04
    0.14296E-02    0.91191E+04
    0.14585E-02    0.92816E+04
    0.14880E-02    0.94465E+04
    0.15180E-02    0.96140E+04
    0.15487E-02    0.97840E+04
    0.15800E-02    0.99566E+04
    0.16119E-02    0.10132E+05
    0.16445E-02    0.10309E+05
    0.16777E-02    0.10490E+05
    0.17116E-02    0.10673E+05
    0.17462E-02    0.10858E+05
    0.17814E-02    0.11046E+05
    0.18174E-02    0.11237E+05
    0.18541E-02    0.11431E+05
    0.18916E-02    0.11627E+05
    0.19298E-02    0.11826E+05
    0.19688E-02    0.12027E+05
    0.20086E-02    0.12232E+05
    0.20491E-02    0.12439E+05
    0.20905E-02    0.12648E+05
    0.21328E-02    0.12861E+05
    0.21758E-02    0.13076E+05
    0.22198E-02    0.13294E+05
    0.22646E-02    0.13514E+05
    0.23104E-02    0.13738E+05
    0.23571E-02    0.13964E+05
    0.24047E-02    0.14192E+05
    0.24533E-02    0.14424E+05
    0.25028E-02    0.14658E+05
    0.25534E-02    0.14894E+05
    0.26050E-02    0.15134E+05
