1.000000000000000048e-04 4.099427557046136030e+02 7.025764047057927453e-01 5.698300000000000409e+02 9.797727557046137008e+02
1.019716471361305476e-04 4.099427556991885240e+02 7.025764047043761007e-01 5.806057348430105094e+02 9.905484905398575393e+02
1.039821681965551214e-04 4.099427556935475536e+02 7.025764047029028347e-01 5.915952494627235865e+02 1.001538005151404377e+03
1.060323296378889427e-04 4.099427556876818244e+02 7.025764047013708380e-01 6.027934385459934674e+02 1.012736194226087491e+03
1.081229130285668875e-04 4.099427556815823550e+02 7.025764046997784451e-01 6.141640247925333824e+02 1.024106780463600899e+03
1.102547153467954490e-04 4.099427556752402211e+02 7.025764046981222144e-01 6.257660762254802194e+02 1.035708831887056476e+03
1.124285492843794300e-04 4.099427556686449634e+02 7.025764046963998144e-01 6.376085981189282847e+02 1.047551353770524429e+03
1.146452435565379046e-04 4.099427556617880555e+02 7.025764046946090247e-01 6.496591524848704466e+02 1.059601908125975797e+03
1.169056432178302825e-04 4.099427556546572760e+02 7.025764046927471806e-01 6.619528523314733093e+02 1.071895607961548194e+03
1.192106099843096370e-04 4.099427556472431888e+02 7.025764046908109517e-01 6.744738187755548324e+02 1.084416574394032978e+03
1.215610225620289159e-04 4.099427556395333454e+02 7.025764046887974512e-01 6.872210809974460517e+02 1.097163836603731625e+03
1.239577769820241631e-04 4.099427556315168886e+02 7.025764046867041257e-01 7.001995458500661016e+02 1.110142301443534961e+03
1.264017869419013437e-04 4.099427556231809149e+02 7.025764046845268673e-01 7.134599027960620106e+02 1.123402658376052386e+03
1.288939841541590604e-04 4.099427556145132598e+02 7.025764046822636777e-01 7.269477976269531609e+02 1.136890553192775997e+03
1.314353187013790939e-04 4.099427556054998263e+02 7.025764046799101159e-01 7.406827148135602101e+02 1.150625470364487001e+03
1.340267593984187486e-04 4.099427555961276539e+02 7.025764046774626292e-01 7.546600021317785831e+02 1.164602757667045807e+03
1.366692941617462739e-04 4.099427555863827592e+02 7.025764046749176650e-01 7.689317709997380916e+02 1.178874526518538687e+03
1.393639303860561886e-04 4.099427555762499651e+02 7.025764046722713374e-01 7.834840848168498724e+02 1.193426840318336417e+03
1.421116953283116878e-04 4.099427555657130142e+02 7.025764046695199827e-01 7.982908878767202623e+02 1.208233643360004407e+03
1.449136364993589292e-04 4.099427555547564452e+02 7.025764046666589380e-01 8.133579505724179626e+02 1.223300706036565771e+03
1.477708220632611622e-04 4.099427555433640009e+02 7.025764046636842064e-01 8.287295466390576166e+02 1.238672302083082741e+03
1.506843412445078802e-04 4.099427555315177187e+02 7.025764046605903479e-01 8.443846638240339644e+02 1.254327419246899353e+03
1.536553047432524073e-04 4.099427555191994088e+02 7.025764046573733657e-01 8.603316704441904221e+02 1.270274425844806956e+03
1.566848451587352390e-04 4.099427555063907676e+02 7.025764046540284857e-01 8.765888839394671095e+02 1.286531639316687688e+03
1.597741174210580439e-04 4.099427554930725250e+02 7.025764046505503790e-01 8.931408168034830624e+02 1.303083572156103401e+03
1.629242992314681906e-04 4.099427554792233650e+02 7.025764046469340496e-01 9.100272241000196800e+02 1.319969979426766940e+03
1.661365915113260548e-04 4.099427554648228238e+02 7.025764046431733911e-01 9.272341726176326802e+02 1.337176927917170133e+03
1.694122188599240229e-04 4.099427554498490167e+02 7.025764046392631856e-01 9.447446748518294726e+02 1.354687430122755813e+03
1.727524300213309375e-04 4.099427554342786379e+02 7.025764046351968828e-01 9.625774004884252690e+02 1.372520155729261660e+03
1.761584983604422587e-04 4.099427554180883817e+02 7.025764046309690425e-01 9.807586867029874611e+02 1.390701441912176051e+03
1.796317223484165167e-04 4.099427554012534642e+02 7.025764046265732254e-01 9.992944187994771710e+02 1.409237173975378255e+03
1.831734260576808513e-04 4.099427553837479650e+02 7.025764046220013270e-01 1.018131290959387115e+03 1.428074046100284249e+03
1.867849596666993305e-04 4.099427553655455654e+02 7.025764046172476851e-01 1.037360423759038895e+03 1.447303178863109224e+03
1.904676999746904244e-04 4.099427553466182985e+02 7.025764046123053053e-01 1.056955373233337923e+03 1.466898128298671281e+03
1.942230509264949415e-04 4.099427553269372879e+02 7.025764046071658608e-01 1.076933799022620406e+03 1.486876554047200216e+03
