111.0000000 54.3764719  1.1239855  0.0014120  0.9985968 1191.3941725  1.6822486  0.3074673  4.4360061
112.0000000 58.8042870  1.1068968  0.0015050  0.9984723 1117.0906697  1.6812215  0.3269647  4.5458017
113.0000000 63.5926540  1.0917611  0.0015930  0.9984674 1054.7900115  1.6802805  0.3458570  4.6448713
114.0000000 68.7709324  1.0785019  0.0016760  0.9973460 1002.2266851  1.6797319  0.3642460  4.7524954
115.0000000 74.3708722  1.0669839  0.0017520  0.9962514 958.4139588  1.6791413  0.3818033  4.8624167
116.0000000 80.4268088  1.0570421  0.0018180  0.9986267 923.4168550  1.6787718  0.3982647  4.9690031
117.0000000 86.9758735  1.0485023  0.0018810  0.9960188 892.3002058  1.6784167  0.4135509  5.0726444
118.0000000 94.0582211  1.0411937  0.0019340  0.9966208 867.5690841  1.6778786  0.4276039  5.1724101
119.0000000 101.7172764  1.0349560  0.0019810  0.9967060 846.7699834  1.6774513  0.4401776  5.2576742
120.0000000 110.0000000  1.0296434  0.0020210  0.9981057 829.9128940  1.6772540  0.4515866  5.3406608
