 1.0000000  0.0099000  1.0000000  0.0022710  0.9961680 737.7862655  1.6755126  0.5301387  6.0154087
 2.0000000  0.0107061  1.0000000  0.0022710  0.9961680 737.7862655  1.6755126  0.5301387  6.0154087
 3.0000000  0.0115779  1.0000000  0.0022710  0.9961680 737.7862655  1.6755126  0.5301387  6.0154087
 4.0000000  0.0125207  1.0000000  0.0022710  0.9961680 737.7862655  1.6755126  0.5301387  6.0154087
 5.0000000  0.0135403  1.0000000  0.0022710  0.9961680 737.7862655  1.6755126  0.5301387  6.0154087
 6.0000000  0.0146428  1.0000000  0.0022710  0.9961680 737.7862655  1.6755126  0.5301387  6.0154087
 7.0000000  0.0158352  1.0000000  0.0022710  0.9961680 737.7862655  1.6755126  0.5301387  6.0154087
 8.0000000  0.0171246  1.0000000  0.0022710  0.9961680 737.7862656  1.6755126  0.5301387  6.0154087
 9.0000000  0.0185191  1.0000000  0.0022710  0.9961680 737.7862657  1.6755126  0.5301387  6.0154087
10.0000000  0.0200270  1.0000000  0.0022710  0.9961680 737.7862659  1.6755126  0.5301387  6.0154087
11.0000000  0.0216578  1.0000000  0.0022710  0.9961680 737.7862662  1.6755126  0.5301387  6.0154088
12.0000000  0.0234214  1.0000000  0.0022710  0.9961680 737.7862668  1.6755126  0.5301387  6.0154088
13.0000000  0.0253286  1.0000000  0.0022710  0.9961680 737.7862678  1.6755126  0.5301387  6.0154088
14.0000000  0.0273911  1.0000000  0.0022710  0.9961680 737.7862697  1.6755126  0.5301387  6.0154089
15.0000000  0.0296215  1.0000000  0.0022710  0.9961680 737.7862730  1.6755126  0.5301387  6.0154090
16.0000000  0.0320335  1.0000000  0.0022710  0.9961680 737.7862789  1.6755126  0.5301387  6.0154092
17.0000000  0.0346420  1.0000000  0.0022710  0.9961680 737.7862895  1.6755127  0.5301387  6.0154095
18.0000000  0.0374628  1.0000000  0.0022710  0.9961680 737.7863084  1.6755127  0.5301387  6.0154101
19.0000000  0.0405134  1.0000000  0.0022710  0.9961680 737.7863422  1.6755128  0.5301387  6.0154112
20.0000000  0.0438123  1.0000000  0.0022710  0.9961680 737.7864026  1.6755129  0.5301387  6.0154132
21.0000000  0.0473799  1.0000001  0.0022710  0.9961680 737.7865101  1.6755132  0.5301387  6.0154167
22.0000000  0.0512380  1.0000002  0.0022710  0.9961680 737.7867019  1.6755136  0.5301387  6.0154229
23.0000000  0.0554103  1.0000003  0.0022710  0.9961680 737.7870435  1.6755144  0.5301387  6.0154341
24.0000000  0.0599223  1.0000005  0.0022710  0.9961680 737.7876515  1.6755158  0.5301387  6.0154538
25.0000000  0.0648017  1.0000009  0.0022710  0.9961679 737.7887326  1.6755182  0.5301387  6.0154890
26.0000000  0.0700784  1.0000015  0.0022710  0.9961679 737.7906531  1.6755226  0.5301387  6.0155516
27.0000000  0.0757848  1.0000027  0.0022710  0.9961678 737.7940607  1.6755303  0.5301386  6.0156625
28.0000000  0.0819559  1.0000048  0.0022720  0.9953959 737.5402609  1.6756915  0.5301385  6.0158590
29.0000000  0.0886295  1.0000084  0.0022690  0.9979818 738.4202548  1.6754756  0.5301384  6.0162069
30.0000000  0.0958465  1.0000149  0.0022700  0.9967746 738.0340235  1.6753372  0.5301382  6.0168213
31.0000000  0.1036511  1.0000264  0.0022690  0.9979805 738.4724426  1.6755940  0.5298197  6.0052832
32.0000000  0.1120913  1.0000466  0.0022690  0.9973804 738.3301267  1.6752711  0.5298189  6.0071826
33.0000000  0.1212188  1.0000819  0.0022690  0.9973779 738.4328369  1.6755041  0.5298176  6.0105167
34.0000000  0.1310895  1.0001438  0.0022690  0.9967751 738.4114043  1.6754555  0.5294974  6.0037331
35.0000000  0.1417640  1.0002515  0.0022690  0.9955719 738.3217570  1.6752521  0.5291757  6.0012732
36.0000000  0.1533077  1.0004384  0.0022650  0.9979901 739.6836488  1.6753835  0.5287637  6.0027891
37.0000000  0.1657913  1.0007611  0.0022650  0.9955743 739.8163304  1.6756840  0.5278004  5.9953054
38.0000000  0.1792915  1.0013149  0.0022580  0.9974901 742.0903537  1.6756400  0.5260736  5.9792632
39.0000000  0.1938910  1.0022581  0.0022500  0.9969742 744.6949948  1.6755637  0.5230318  5.9471766
40.0000000  0.2096794  1.0038502  0.0022370  0.9957926 749.0021570  1.6755178  0.5182917  5.9066084
41.0000000  0.2267533  1.0065077  0.0022140  0.9959955 756.9901088  1.6759761  0.5103254  5.8309505
42.0000000  0.2452176  1.0108801  0.0021750  0.9970962 770.5682289  1.6759859  0.4979240  5.7198912
43.0000000  0.2651854  1.0179425  0.0021170  0.9958905 791.8713276  1.6763916  0.4794622  5.5679856
44.0000000  0.2867791  1.0290740  0.0020280  0.9955126 827.0713114  1.6773006  0.4530363  5.3579850
45.0000000  0.3101312  1.0460489  0.0018960  0.9989149 885.0440950  1.6780436  0.4182065  5.1068355
46.0000000  0.3353849  1.0707836  0.0017260  0.9972442 972.9672383  1.6793415  0.3757870  4.8221002
47.0000000  0.3626949  1.1046079  0.0015200  0.9956886 1105.9753515  1.6810825  0.3296244  4.5559124
48.0000000  0.3922287  1.1469471  0.0012970  0.9986012 1298.0163383  1.6835272  0.2842601  4.3115465
49.0000000  0.4241675  1.1939731  0.0010930  0.9972618 1542.1158873  1.6855327  0.2450266  4.1150960
50.0000000  0.4587070  1.2389141  0.0009300  0.9981983 1814.6751571  1.6876479  0.2150102  3.9594111
51.0000000  0.4960590  1.2752435  0.0008190  0.9965237 2062.9515420  1.6895573  0.1948281  3.8547737
52.0000000  0.5364525  1.3003082  0.0007500  0.9977357 2254.2572709  1.6906930  0.1825926  3.7897962
53.0000000  0.5801352  1.3155578  0.0007110  0.9988558 2378.7777657  1.6913110  0.1757486  3.7541549
54.0000000  0.6273750  1.3240794  0.0006900  0.9994688 2451.0038813  1.6911927  0.1720634  3.7320220
55.0000000  0.6784614  1.3286045  0.0006800  0.9979655 2487.7012036  1.6916368  0.1701827  3.7227372
56.0000000  0.7337078  1.3309406  0.0006740  0.9994464 2509.8873312  1.6916641  0.1692513  3.7202374
57.0000000  0.7934528  1.3321288  0.0006720  0.9975695 2517.6632834  1.6918697  0.1687795  3.7188724
58.0000000  0.8580627  1.3327285  0.0006700  0.9994647 2525.4703688  1.6920651  0.1684550  3.7108748
59.0000000  0.9279338  1.3330301  0.0006700  0.9970515 2524.8059080  1.6916200  0.1683393  3.7108087
60.0000000  1.0034944  1.3331814  0.0006700  0.9963733 2525.1961074  1.6918814  0.1683380  3.7155409
61.0000000  1.0852078  1.3332572  0.0006700  0.9963690 2525.8517459  1.6923207  0.1683216  3.7165943
62.0000000  1.1735751  1.3332952  0.0006700  0.9956762 2525.2321121  1.6919055  0.1682203  3.7092997
63.0000000  1.2691380  1.3333142  0.0006700  0.9956751 2525.3966211  1.6920157  0.1682201  3.7098939
64.0000000  1.3724825  1.3333238  0.0006700  0.9956745 2525.4790193  1.6920709  0.1682200  3.7101916
65.0000000  1.4842422  1.3333285  0.0006700  0.9956742 2525.5202869  1.6920986  0.1682200  3.7103407
66.0000000  1.6051024  1.3333309  0.0006700  0.9956741 2525.5409542  1.6921124  0.1682200  3.7104153
67.0000000  1.7358040  1.3333321  0.0006690  0.9982617 2529.0986251  1.6919670  0.1682200  3.7104527
68.0000000  1.8771486  1.3333327  0.0006700  0.9956740 2525.5564876  1.6921228  0.1682200  3.7104715
69.0000000  2.0300027  1.3333330  0.0006700  0.9956740 2525.5590840  1.6921246  0.1682200  3.7104809
70.0000000  2.1953036  1.3333332  0.0006700  0.9956740 2525.5603833  1.6921255  0.1682200  3.7104855
71.0000000  2.3740647  1.3333333  0.0006700  0.9956740 2525.5610362  1.6921259  0.1682200  3.7104879
72.0000000  2.5673821  1.3333333  0.0006700  0.9956740 2525.5613551  1.6921261  0.1682200  3.7104891
73.0000000  2.7764411  1.3333333  0.0006700  0.9956740 2525.5615360  1.6921262  0.1682200  3.7104897
74.0000000  3.0025236  1.3333333  0.0006700  0.9956740 2525.5616222  1.6921263  0.1682200  3.7104900
75.0000000  3.2470157  1.3333333  0.0006700  0.9956740 2525.5617256  1.6921264  0.1682200  3.7104904
76.0000000  3.5114166  1.3333333  0.0006700  0.9956740 2525.5615878  1.6921263  0.1682200  3.7104899
77.0000000  3.7973473  1.3333334  0.0006700  0.9956740 2525.5620015  1.6921265  0.1682200  3.7104914
78.0000000  4.1065610  1.3333333  0.0006700  0.9956740 2525.5614499  1.6921262  0.1682200  3.7104894
79.0000000  4.4409536  1.3333332  0.0006700  0.9956740 2525.5603467  1.6921254  0.1682200  3.7104854
80.0000000  4.8025755  1.3333332  0.0006700  0.9956740 2525.5603467  1.6921254  0.1682200  3.7104854
81.0000000  5.1936438  1.3333332  0.0006700  0.9956740 2525.5603467  1.6921254  0.1682200  3.7104854
82.0000000  5.6165564  1.3333332  0.0006700  0.9956740 2525.5603467  1.6921254  0.1682200  3.7104854
83.0000000  6.0739063  1.3333322  0.0006690  0.9982617 2529.0988420  1.6919671  0.1682200  3.7104535
84.0000000  6.5684977  1.3333301  0.0006700  0.9956742 2525.5338701  1.6921077  0.1682200  3.7103898
85.0000000  7.1033630  1.3333342  0.0006700  0.9956739 2525.5691722  1.6921313  0.1682200  3.7105173
86.0000000  7.6817819  1.3333342  0.0006700  0.9956739 2525.5691722  1.6921313  0.1682200  3.7105173
87.0000000  8.3073008  1.3333179  0.0006700  0.9956749 2525.4279664  1.6920367  0.1682201  3.7100072
88.0000000  8.9837550  1.3333505  0.0006700  0.9950758 2524.8893353  1.6916759  0.1682198  3.7110276
89.0000000  9.7152920  1.3332852  0.0006700  0.9956767 2525.1455759  1.6918475  0.1683213  3.7174708
90.0000000 10.5063974  1.3335466  0.0006690  0.9970522 2529.3152415  1.6921119  0.1682060  3.7161415
91.0000000 11.3619215  1.3330238  0.0006700  0.9976503 2525.5704891  1.6921322  0.1683393  3.7106127
92.0000000 12.2871100  1.3345922  0.0006670  0.9958573 2536.8159525  1.6920562  0.1677504  3.7112130
93.0000000 13.2876356  1.3345922  0.0006670  0.9958573 2536.8159525  1.6920562  0.1677504  3.7112130
94.0000000 14.3696328  1.3387746  0.0006560  0.9999705 2579.4291594  1.6921055  0.1660352  3.6991406
95.0000000 15.5397359  1.3318359  0.0006720  0.9994554 2517.6789089  1.6918802  0.1688955  3.7191963
96.0000000 16.8051191  1.3309617  0.0006740  0.9994452 2510.0688284  1.6917864  0.1692511  3.7209008
97.0000000 18.1735411  1.3295917  0.0006770  0.9998684 2498.7732633  1.6916695  0.1698277  3.7249840
98.0000000 19.6533921  1.3274648  0.0006820  0.9998411 2480.4129210  1.6916416  0.1706581  3.7254581
99.0000000 21.2537457  1.3242105  0.0006900  0.9988617 2451.3181838  1.6914095  0.1720623  3.7361910
100.0000000 22.9844144  1.3193356  0.0007020  0.9978634 2408.9218020  1.6910631  0.1740715  3.7419722
101.0000000 24.8560094  1.3122488  0.0007190  0.9992540 2352.0515358  1.6911251  0.1771956  3.7614791
102.0000000 26.8800064  1.3023507  0.0007450  0.9966495 2269.0888279  1.6904712  0.1817176  3.7901272
103.0000000 29.0688151  1.2891998  0.0007800  0.9963275 2166.5903634  1.6899405  0.1879038  3.8212256
104.0000000 31.4358561  1.2727053  0.0008250  0.9995184 2047.7706232  1.6894108  0.1961389  3.8616503
105.0000000 33.9956425  1.2532421  0.0008850  0.9961913 1907.8854202  1.6884786  0.2066887  3.9177011
106.0000000 36.7638695  1.2316050  0.0009540  0.9989825 1768.4685369  1.6871190  0.2195721  3.9890781
107.0000000 39.7575101  1.2088212  0.0010350  0.9990684 1629.0689261  1.6860863  0.2343612  4.0574373
108.0000000 42.9949195  1.1859224  0.0011260  0.9959568 1496.4837041  1.6850407  0.2510758  4.1441559
109.0000000 46.4959475  1.1637751  0.0012210  0.9954375 1379.2626018  1.6840796  0.2691402  4.2370688
110.0000000 50.2820603  1.1430031  0.0013180  0.9950301 1276.8669808  1.6829107  0.2880949  4.3349825
